Lp.;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo
415;UL. GŁÓWNA 5;83-047;MARSZEWSKA GÓRA;bd
416;UL. SZKOLNA 1;83-047;PRZYWIDZ;bd
417;UL. SZKOLNA 1A;83-047;PRZYWIDZ;bd
418;UL. SZKOLNA 3;83-047;POMLEWO;bd
419;UL. SZKOLNA 3;83-047;PRZYWIDZ;bd
420;UL. UHLENBERGA 10;83-047;PRZYWIDZ;bd
421;34;78-100;NIEKANIN;bd
422;56;76-150;RUSKO;bd
423;67;78-111;WIENIOTOWO;bd
424;PORT RYBACKI 0;84-150;HEL;bd
425;ZDUNY 40 A;83-115;SWAROŻYN;bd
426;ZDUNY 40 B;83-115;SWAROŻYN;bd
427;AL. WOJSKA POLSKIEGO 47;76-150;DARŁOWO;bd
428;UL. BRACI STANIUKÓW 18;76-200;SŁUPSK;bd
429;UL. BYSEWSKA 18;80-298;GDAŃSK;bd
430;UL. CIECIERZYN 86;21-003;CIECIERZYN;bd
431;UL. INŻYNIERSKA 2;83-400;KOŚCIERZYNA;bd
432;UL. JANA SOŁTANA 1;72-602;ŚWINOUJŚCIE;bd
433;UL. KONTENEROWA 22;80-601;GDAŃSK;bd
434;UL. KOPERNIKA 2;84-360;ŁEBA;bd
435;UL. KUKINIA 43;78-111;USTRONIE MORSKIE;bd
436;UL. LEŚNA 3A;83-300;KARTUZY;bd
437;UL. PORTOWA 22;84-120;WŁADYSŁAWOWO;bd
438;UL. PRZEMYSŁOWA 21;84-120;WŁADYSŁAWOWO;bd
439;UL. PRZEMYSŁOWA 28;80-542;GDAŃSK;bd
440;UL. SPOKOJNA 3;84-110;KARTOSZYNO;bd
441;UL. SZTORMOWA 5;84-100;SWARZEWO;bd
442;UL. TWAROWSKA 22;84-300;LĘBORK;bd
443;UL. WŁADYSŁAWA IV 1;70-651;SZCZECIN;bd
444;UL. ZA DWORCEM 13;83-110;TCZEW;bd
445;UL. ZACHODNIA 22;84-200;WEJHEROWO;bd
446;UL. ZWAROWSKA 22;84-300;LĘBORK;bd
447;STARA DĄBROWA 20;73-112;STARA DĄBROWA;bd
448;UL. CHLEBÓWKO 9;73-112;CHLEBÓWKO;bd
449;UL. STARA DĄBROWA 20;73-112;STARA DĄBROWA;bd
450;UL. STARA DĄBROWA 20;73-112;STARA DĄBROWA;bd
451;UL. STARA DĄBROWA 30C;73-112;STARA DĄBROWA;bd
452;UL. STARA DĄBROWA 30C;73-112;STARA DĄBROWA;bd
453;UL. STARA DĄBROWA 31;73-112;STARA DĄBROWA;bd
454;UL. BIAŁOWIESKA 1;17-220;NAREWKA;bd
455;UL. NOWA 3A;17-220;NAREWKA;bd
456;UL. NOWA 4;17-220;NAREWKA;bd
457;UL. SZKOLNA 35;17-220;SIEMIANÓWKA;bd
458;UL. BACZYŃSKIEGO 2;89-400;SĘPÓLNO KRAJEŃSKIE;bd
459;UL. BACZYŃSKIEGO 6;89-400;SĘPÓLNO KRAJEŃSKIE;bd
460;UL. BAJKOWA 1;89-400;SĘPÓLNO KRAJEŃSKIE;bd
461;UL. CHOJNICKA 19;89-400;SĘPÓLNO KRAJEŃSKIE;bd
462;UL. KOŚCIUSZKI 11;89-400;SĘPÓLNO KRAJEŃSKIE;bd
463;UL. KOŚCIUSZKI 4;89-400;SĘPÓLNO KRAJEŃSKIE;bd
464;UL. LUTOWO 1;89-406;LUTOWO;bd
465;UL. MŁYŃSKA 33;89-400;SĘPÓLNO KRAJEŃSKIE;bd
466;UL. MŁYŃSKA 33;89-400;SĘPÓLNO KRAJEŃSKIE;bd
467;UL. NOWY RYNEK 2;89-400;SĘPÓLNO KRAJEŃSKIE;bd
468;UL. SZKOLNA 1;89-400;SĘPÓLNO KRAJEŃSKIE;bd
469;UL. SZKOLNA 8;89-400;SĘPÓLNO KRAJEŃSKIE;bd
470;UL. TADEUSZA KOŚCIUSZKI 11;89-400;SĘPÓLNO KRAJEŃSKIE;bd
471;UL. WAŁDOWO 90;89-400;SĘPÓLNO KRAJEŃSKIE;bd
472;UL. WIŚNIEWA 14;89-400;SĘPÓLNO KRAJEŃSKIE;bd
473;UL. WOJSKA POLSKIEGO 22;89-400;SĘPÓLNO KRAJEŃSKIE;bd
474;UL. WOJSKA POLSKIEGO 34;89-400;SĘPÓLNO KRAJEŃSKIE;bd
475;UL. ZALESIE 36;89-400;SĘPÓLNO KRAJEŃSKIE;bd
476;UL. ZBOŻE 10;89-400;SĘPÓLNO KRAJEŃSKIE;bd
477;UL. PANIEWO 18;87-875;TOPÓLKA;bd
478;UL. TOPÓLKA 19;87-875;TOPÓLKA;bd
479;UL. TOPÓLKA 22;87-875;TOPÓLKA;bd
480;UL. TOPÓLKA 26;87-875;TOPÓLKA;bd
481;UL. 0;76-230;POTĘGOWO, CHLEWNICA;bd
482;UL. CERAMICZNA 1;83-314;SOMONINO;bd
483;UL. DWORCOWA 17;77-100;BYTÓW;bd
484;UL. MŚCIWOJA II 14;83-330;KARTUZY;bd
485;UL. POPIEŁUSZKI 1;77-100;BYTÓW;bd
486;UL. SŁUPSKA 2;83-340;SIERAKOWICE;bd
487;UL. SZKLANA 44;83-334;MIECHUCINO;bd
488;UL. WYBICKIEGO 4 A;77-100;BYTÓW;bd
489;UL. 8 MARCA 14;83-425;DZIEMIANY;bd
490;UL. 8 MARCA 14;83-425;DZIEMIANY;bd
491;UL. 8 MARCA 3;83-425;DZIEMIANY;bd
492;UL. 8 MARCA 3;83-425;DZIEMIANY;bd
493;UL. POMORSKA 8;83-425;KALISZ;bd
494;UL. TRZEBUŃ 23;83-425;DZIEMIANY;bd
495;UL. WYZWOLENIA 20;83-425;DZIEMIANY;bd
496;UL. WYZWOLENIA 20;83-425;DZIEMIANY;bd
497;112/A;37-413;HARASIUKI;bd
498;DŁUGA 11;37-413;HARASIUKI;bd
499;UL. DŁUGA 11;37-413;HARASIUKI;bd
500;UL. DŁUGA 11;37-413;HARASIUKI;bd
501;UL. DŁUGA 11;37-413;HARASIUKI;bd
502;UL. DŁUGA 11;37-413;HARASIUKI;bd
503;UL. DŁUGA 21;37-413;HARASIUKI;bd
504;UL. DŁUGA 6;37-413;HUTA KRZESZOWSKA;bd
505;LISIOWÓLKA 74 A;21-310;WOHYŃ;bd
506;OSTRÓWKI 66 B;21-310;WOHYŃ;bd
507;SUCHOWOLA 133;21-310;WOHYŃ;bd
508;PL. 9-GO WRZEŚNIA 1939 R. 1;21-310;WOHYŃ;bd
509;PL. 9-GO WRZEŚNIA 1939 R. 4;21-310;WOHYŃ;bd
510;UL. PIŁSUDSKIEGO 25;21-310;WOHYŃ;bd
511;UL. RADZYŃSKA 2;21-310;WOHYŃ;bd
512;UL. RADZYŃSKA 4;21-310;WOHYŃ;bd
513;UL. RADZYŃSKA 4;21-310;WOHYŃ;bd
514;UL. ŚREDNIA 26;21-310;WOHYŃ;bd
515;3 MAJA 14;83-300;KARTUZY;bd
516;OS. WYBICKIEGO 33;83-300;KARTUZY;bd
517;OS. WYBICKIEGO 33;83-300;KARTUZY;bd
518;UL. 3 MAJA 14;83-300;KARTUZY;bd
519;UL. CHMIELEŃSKA 1;83-324;BRODNICA GÓRNA;bd
520;UL. EDUKACJI NARODOWEJ 4A;83-332;DZIERŻĄŻNO;bd
521;UL. KOLONIA 101;83-328;SIANOWO;bd
522;UL. POCZTOWA 8;83-329;MIRACHOWO;bd
523;UL. STANISZEWO 2A;83-328;SIANOWO;bd
524;UL. SZKOLNA 1;83-300;KARTUZY;bd
525;UL. SZKOLNA 1;83-300;PROKOWO;bd
526;UL. SZKOLNA 12;83-300;GRZYBNO;bd
527;UL. SZKOLNA 2;83-300;ŁAPALICE;bd
528;UL. SZKOLNA 29;83-300;KIEŁPINO;bd
529;UL. WZGÓRZE WOLNOŚCI 1;83-300;KARTUZY;bd
530;UL. BOH. WARSZAWY 17;73-200;CHOSZCZNO;bd
531;UL. BOLESŁAWA CHROBREGO 33;73-200;CHOSZCZNO;bd
532;UL. DRAWIEŃSKA 52;73-200;CHOSZCZNO;bd
533;UL. DRAWIEŃSKA 54;73-200;CHOSZCZNO;bd
534;UL. ENERGETYKÓW 7;73-200;CHOSZCZNO;bd
535;UL. GRUNWALDZKA 30;73-200;CHOSZCZNO;bd
536;UL. MUR POŁUDNIOWY 4;73-200;CHOSZCZNO;bd
537;UL. NIEDZIAŁKOWSKIEGO 9;73-200;CHOSZCZNO;bd
538;UL. OBR. WESTERPLATTE 1A;73-200;CHOSZCZNO;bd
539;UL. SŁAWĘCIN 60;73-200;CHOSZCZNO;bd
540;UL. SUCHARSKIEGO 9;73-200;CHOSZCZNO;bd
541;UL. SZKOLNA 4;73-200;CHOSZCZNO;bd
542;UL. WOLNOŚCI 13;73-200;CHOSZCZNO;bd
543;UL. WOLNOŚCI 24;73-200;CHOSZCZNO;bd
544;UL. WOLNOŚCI 24;73-200;CHOSZCZNO;bd
545;UL. WOLNOŚCI 41;73-200;CHOSZCZNO;bd
546;UL. WOLNOŚCI 62A;73-200;CHOSZCZNO;bd
547;UL. ZAMĘCIN 2;73-200;CHOSZCZNO;bd
548;UL. ZWYCIĘSTWA 26;73-222;SULISZEWO;bd
549;UL. LEŚNA 35;64-965;OKONEK;bd
550;UL. LEŚNA 40;64-965;OKONEK;bd
551;UL. LEŚNA 46;64-965;OKONEK;bd
552;UL. NIEPODLEGŁOŚCI 23-24;64-965;OKONEK;bd
553;UL. NIEPODLEGŁOŚCI 53;64-965;OKONEK;bd
554;UL. POLNA 9;64-918;LOTYŃ;bd
555;UL. TYSIĄCLECIA 2A;87-200;WĄBRZEŹNO;bd
556;UL. ŻEROMSKIEGO 11;87-200;WĄBRZEŹNO;bd
557;UL. 1 MAJA 46;87-200;WĄBRZEŹNO;bd
558;UL. MATEJKI 11B;87-200;WĄBRZEŹNO;bd
559;UL. MATEJKI 11C;87-200;WĄBRZEŹNO;bd
560;UL. TYSIĄCLECIA 1;87-200;WĄBRZEŹNO;bd
561;UL. TYSIĄCLECIA 2A;87-200;WĄBRZEŹNO;bd
562;UL. WOLNOŚCI 18;87-200;WĄBRZEŹNO;bd
563;UL. WOLNOŚCI 30;87-200;WĄBRZEŹNO;bd
564;UL. ŻEROMSKIEGO 11;87-200;WĄBRZEŹNO;bd
565;UL. DUCHNICKA 25;05-850;OŻARÓW MAZOWIECKI;bd
566;UL. KASZTANOWA 12;05-860;PŁOCHOCIN;bd
567;UL. KOLEJOWA 2;05-850;OŻARÓW MAZOWIECKI;bd
568;UL. KWIATOWA 13;05-850;OŻARÓW MAZOWIECKI;bd
569;UL. LIPOWA 11;05-850;OŻARÓW MAZOWIECKI;bd
570;UL. LIPOWA 3;05-860;PŁOCHOCIN;bd
571;UL. OŻAROWSKA 34;05-850;OŻARÓW MAZOWIECKI;bd
572;UL. POZNAŃSKA 135;05-850;OŻARÓW MAZOWIECKI;bd
573;UL. POZNAŃSKA 165;05-850;OŻARÓW MAZOWIECKI;bd
574;UL. POZNAŃSKA 541;05-860;PŁOCHOCIN;bd
575;UL. SOCHACZEWSKA 218;05-850;OŻARÓW MAZOWIECKI;bd
576;UL. SZKOLNA 2;05-850;OŻARÓW MAZOWIECKI;bd
577;UL. SZKOLNA 2A;05-850;OŻARÓW MAZOWIECKI;bd
578;UL. UMIASTOWSKA 74;05-850;OŻARÓW MAZOWIECKI;bd
579;BABICE 108 A;23-413;BABICE;bd
580;OBSZA 287;23-413;OBSZA;bd
581;OBSZA 36;23-413;OBSZA;bd
582;OBSZA 36 A;23-413;OBSZA;bd
583;OBSZA 36 A;23-413;OBSZA;bd
584;OBSZA 70 A;23-413;OBSZA;bd
585;OLECHOWIEC 31;23-413;OLECHOWIEC;bd
586;WOLA OBSZAŃSKA 106 A;23-413;WOLA OBSZAŃSKA;bd
587;ZAMCH 117;23-413;ZAMCH;bd
588;ROZALIN 29;05-282;ROZALIN;bd
589;UL. C. K. NORWIDA 6;05-282;STRACHÓWKA;bd
590;UL. C.K. NORWIDA 6;05-282;STRACHÓWKA;bd
591;UL. C.K. NORWIDA 6;05-282;STRACHÓWKA;bd
592;UL. C.K.NORWIDA 6;05-282;STRACHÓWKA;bd
593;UL. KMIECIŃSKIEGO 3;05-282;STRACHÓWKA;bd
594;UL. GÓRNY BÓR 5;43-430;SKOCZÓW;bd
595;UL. WARSZAWSKA 400;43-300;BIELSKO-BIAŁA;bd
596;WĘGLESZYN 50 A;28-363;WĘGLESZYN;bd
597;UL. JĘDRZEJEWSKA 16;28-363;OKSA;bd
598;UL. MIKOŁAJA REJA 19;28-363;OKSA;bd
599;UL. WŁOSZCZOWSKA 14;28-363;OKSA;bd
600;UL. WŁOSZCZOWSKA 22;28-363;OKSA;bd
601;UL. WŁOSZCZOWSKA 22;28-363;OKSA;bd
602;UL. WŁOSZCZOWSKA 22;28-363;OKSA;bd
603;UL. BABIĘTY WIELKIE 31;14-240;SUSZ;bd
604;UL. JATWY WIELKIE 6;14-240;SUSZ;bd
605;UL. PIASTOWSKA 1A;14-240;SUSZ;bd
606;UL. PIASTOWSKA 5C;14-240;SUSZ;bd
607;UL. WYBICKIEGO 6;14-240;SUSZ;bd
608;PRZYKOP 49 A;39-340;PADEW NARODOWA;bd
609;UL. GRUNWALDZKA 2;39-340;PADEW NARODOWA;bd
610;UL. GRUNWALDZKA 2;39-340;PADEW NARODOWA;bd
611;UL. KS JANA KICA 8;39-340;PADEW NARODOWA;bd
612;UL. KS. JANA KICA 8;39-340;PADEW NARODOWA;bd
613;UL. KS.JANA KICA 8;39-340;PADEW NARODOWA;bd
614;UL. RYNEK 16;39-340;PADEW NARODOWA;bd
615;UL. SZKOLNA 1;39-340;PADEW NARODOWA;bd
616;GANA 28;46-320;PRASZKA;bd
617;GANA 28;46-320;GANA;bd
618;UL. BOCZNA 4E;46-320;PRASZKA;bd
619;UL. FABRYCZNA 11 I 18 11;46-320;PRASZKA;bd
620;UL. FABRYCZNA 18;46-320;PRASZKA;bd
621;UL. FABRYCZNA 18;46-320;PRASZKA;bd
622;UL. GŁOWNA 22;46-320;PRZEDMOŚĆ;bd
623;UL. GRUNWALDZKA 13;46-320;PRASZKA;bd
624;UL. GRUNWALDZKA 13;46-320;PRASZKA;bd
625;UL. GRUNWALDZKA 15;46-320;PRASZKA;bd
626;UL. GRUNWALDZKA 15;46-320;PRASZKA;bd
627;UL. LISTOPADOWA 18;46-320;PRASZKA;bd
628;UL. MICKIEWICZA 28;46-320;PRASZKA;bd
629;UL. MICKIEWICZA 8;46-320;PRASZKA;bd
630;UL. STYCZNIOWA 7;46-320;PRASZKA;bd
631;UL. SZKOLNA 1;46-320;KOWALE;bd
632;UL. SZKOLNA 6;46-320;STROJEC;bd
633;UL. FABRYCZNA 11 I 18 11;46-320;PRASZKA;bd
634;UL. FABRYCZNA 18;46-320;PRASZKA;bd
635;BIAŁA 30;21-300;BIAŁA;bd
636;BIAŁKA 49 A;21-300;BIAŁKA;bd
637;BRANICA RADZYŃSKA 36 A;21-300;BRANICA RADZYŃSKA;bd
638;PASZKI DUŻE 39;21-300;PASZKI DUŻE;bd
639;ZABIELE 8 B;21-300;ZABIELE;bd
640;UL. WARSZAWSKA 32;21-300;RADZYŃ PODLASKI;bd
641;UL. WARSZAWSKA 32;21-300;RADZYŃ PODLASKI;bd
642;UL. BISKUPICE ZABARYCZNE 48;63-510;MIKSTAT;bd
643;UL. E. ESTKOWSKIEGO 11;63-510;MIKSTAT;bd
644;UL. E. ESTKOWSKIEO 14;63-510;MIKSTAT;bd
645;UL. F. CHOPINA 1;63-510;MIKSTAT;bd
646;UL. GRABOWSKA 13;63-510;MIKSTAT;bd
647;UL. KALISZKOWICE KALISKIE 38;63-510;MIKSTAT;bd
648;UL. KALISZKOWICE OBŁOCKIE 1;63-510;MIKSTAT;bd
649;UL. KRAKOWSKA 17;63-510;MIKSTAT;bd
650;UL. PRZEDBORÓW 1A;63-510;MIKSTAT;bd
651;UL. T. KOŚCIUSZKI 4;63-510;MIKSTAT;bd
652;PL. KONSTYTUCJI 3 MAJA 1;78-300;ŚWIDWIN;bd
653;PL. KONSTYTUCJI 3 MAJA 1;78-300;ŚWIDWIN;bd
654;UL. BIERZWNICA 52;78-300;ŚWIDWIN;bd
655;UL. KOŚCIUSZKI 15;78-300;ŚWIDWIN;bd
656;UL. LEKOWO 44C;78-312;ŚWIDWIN;bd
657;UL. OPARZNO 31;78-300;ŚWIDWIN;bd
658;UL. KONIKOWO 47;76-024;ŚWIESZYNO;bd
659;UL. KONIKOWO 47D;76-024;ŚWIESZYNO;bd
660;UL. NIEDALINO 29A;76-024;ŚWIESZYNO;bd
661;UL. ŚWIESZYNO 36;76-024;ŚWIESZYNO;bd
662;UL. ŚWIESZYNO 45A;76-024;ŚWIESZYNO;bd
663;UL. ŚWIESZYNO 6;76-024;ŚWIESZYNO;bd
664;UL. ŚWIESZYNO 71;76-024;ŚWIESZYNO;bd
665;UL. ZEGRZE POMORSKIE 32A;76-024;ŚWIESZYNO;bd
666;UL. JANA PAWŁA II 46A;09-304;LUBOWIDZ;bd
667;UL. MLECZÓWKA 41;09-303;SYBERIA;bd
668;UL. SYBERIA 49;09-303;SYBERIA;bd
669;UL. SZKOLNA 7;09-304;LUBOWIDZ;bd
670;UL. ZIELONA 10;09-304;LUBOWIDZ;bd
671;UL. BUKOWA 96;23-400;BIŁGORAJ;bd
672;UL. DĄBROWICA 138A;23-400;BIŁGORAJ;bd
673;UL. DREŹNIA SOLSKA 1A;23-400;BIŁGORAJ;bd
674;UL. GROMADA 141;23-400;BIŁGORAJ;bd
675;UL. HEDWIŻYN 88B;23-400;BIŁGORAJ;bd
676;UL. KORYTKÓW DUŻY 118;23-400;BIŁGORAJ;bd
677;UL. KOŚCIUSZKI 88;23-400;BIŁGORAJ;bd
678;UL. SÓL 279;23-400;BIŁGORAJ;bd
679;UL. BOLESŁAWA CHROBREGO 2;57-530;MIĘDZYLESIE;bd
680;UL. KOLEJOWA 10;57-522;DOMASZKÓW;bd
681;UL. KOLEJOWA 3;57-530;MIĘDZYLESIE;bd
682;UL. WOJSKA POLSKIEGO 11;57-530;MIĘDZYLESIE;bd
683;UL. WOJSKA POLSKIEGO 25;57-530;MIĘDZYLESIE;bd
684;UL. WOLNOŚCI 1;57-530;MIĘDZYLESIE;bd
685;UL. WOLNOŚCI 15;57-530;MIĘDZYLESIE;bd
686;UL. WOLNOŚCI 16;57-530;MIĘDZYLESIE;bd
687;UL. BYDGOSKA 6;86-014;SICIENKO;bd
688;UL. BYDGOSKA 8;86-014;SICIENKO;bd
689;UL. LIPOWA 1;86-014;SICIENKO;bd
690;UL. MORTECKA 6;86-014;SICIENKO;bd
691;UL. SAMSIECZNO 34A;86-014;SICIENKO;bd
692;UL. SPORTOWA 2;86-014;SICIENKO;bd
693;UL. STRZELEWO 1;86-014;SICIENKO;bd
694;UL. SZKOLNA 6;86-014;SICIENKO;bd
695;UL. WOJNOWO 1A;86-014;SICIENKO;bd
696;PAWŁOWICE 39;28-340;PAWŁOWICE;bd
697;UL. BRYLEWSKA 6;64-120;KRZEMIENIEWO;bd
698;UL. DROBNIN 25;64-120;KRZEMIENIEWO;bd
699;UL. DWORCOWA 34;64-120;KRZEMIENIEWO;bd
700;UL. LESZCZYŃSKA 50;64-120;KRZEMIENIEWO;bd
701;UL. LESZCZYŃSKA 6;64-122;PAWŁOWICE;bd
702;UL. NOWY BELĘCIN 30;64-120;KRZEMIENIEWO;bd
703;UL. OPORÓWKO 7A;64-120;KRZEMIENIEWO;bd
704;UL. SPÓŁDZIELCZA 48;64-120;KRZEMIENIEWO;bd
705;UL. ZIELONA 6;64-120;KRZEMIENIEWO;bd
706;UL. GNOJNA 119;49-200;GRODKÓW;bd
707;UL. GUSTAWA MORCINKA 2;49-200;GRODKÓW;bd
708;UL. KASZTANOWA 16;49-200;GRODKÓW;bd
709;UL. KOLNICA 105;49-200;GRODKÓW;bd
710;UL. KOPICE 32;49-200;GRODKÓW;bd
711;UL. KOPICE 32A;49-200;GRODKÓW;bd
712;UL. KOŚCIUSZKI 4;49-200;GRODKÓW;bd
713;UL. LIPOWA 79;49-200;GRODKÓW;bd
714;UL. POWSTAŃCÓW ŚLĄSKICH 24;49-200;GRODKÓW;bd
715;UL. RYNEK 1;49-200;GRODKÓW;bd
716;UL. SZPITALNA 13;49-200;GRODKÓW;bd
717;UL. TARNÓW GRODKOWSKI 46D;49-200;GRODKÓW;bd
718;UL. WARSZAWSKA 29;49-200;GRODKÓW;bd
719;UL. WIERZBNIK 65;49-200;GRODKÓW;bd
720;UL. DŁUGA 1A;62-110;DAMASŁAWEK;bd
721;UL. KOŚCIELNA 2;62-110;DAMASŁAWEK;bd
722;UL. NIEMCZYN 39;62-110;DAMASŁAWEK;bd
723;UL. RYNEK 8;62-110;DAMASŁAWEK;bd
724;UL. SŁONECZNA 4;62-110;DAMASŁAWEK;bd
725;UL. ŻNIŃSKA 9;62-110;DAMASŁAWEK;bd
726;PL. WOLNOŚCI 9;59-975;SULIKÓW;bd
727;UL. BIERNA 57;59-970;ZAWIDÓW;bd
728;UL. BIERNA BN;59-970;ZAWIDÓW;bd
729;UL. DWORCOWA 2;59-975;SULIKÓW;bd
730;UL. DWORCOWA 5;59-975;SULIKÓW;bd
731;UL. MIEDZIANA BN;59-970;ZAWIDÓW;bd
732;UL. POCZTOWA 7A;59-975;SULIKÓW;bd
733;UL. RADZIMÓW BN;59-975;RADZIMÓW;bd
734;UL. STARY ZAWIDÓW BN;59-970;ZAWIDÓW;bd
735;UL. STUDNISKA DOLNE 78;59-975;SULIKÓW;bd
736;UL. ZAWIDOWSKA BN;59-975;SULIKÓW;bd
737;UL. ZGORZELECKA 28;59-975;SULIKÓW;bd
738;DOBIEŻYN POWSTAŃCÓW WLKP 3;64-320;BUK;bd
739;DOBIEŻYŃSKA 27;64-320;BUK;bd
740;DWORCOWA 44;64-320;BUK;bd
741;NIEPRUSZEWO STAROWIEJSKA 26;64-320;BUK;bd
742;PLAC STANISŁAWA RESZKI 29;64-320;BUK;bd
743;SZARYCH SZEREGÓW 10;64-320;BUK;bd
744;SZEWCE BUKOWSKA 151;64-320;BUK;bd
745;SZKOLNA 12;64-320;BUK;bd
746;W. WAGNERA 10;64-320;BUK;bd
747;UL. RATUSZOWA 1;64-320;BUK;bd
748;UL. RATUSZOWA 1;64-320;BUK;bd
753;STEFANA WYSZYŃSKIEGO 16/28;72-010;POLICE;bd
759;JAROSŁAWSKA 20;37-522;WIĄZOWNICA;bd
761;HENRYKA SIENKIEWICZA 11/25;24-100;PUŁAWY;bd
774;ŁANY 12;24-173;MARKUSZÓW;bd
776;BOROWA GÓRA 31;26-050;BOROWA GÓRA;bd
781;FRYDERYKA CHOPINA 4/1A;81-752;SOPOT;bd
783;WOLA PRZYBYSŁAWSKA 266;21-080;GARBÓW;bd
784;JANA DŁUGOSZA 18/5;67-200;GŁOGÓW;bd
790;SMYKÓWKO 14/5;14-100;SMYKÓWKO;bd
796;SYGNAŁOWA 3/24;85-706;BYDGOSZCZ;bd
797;ROZTOKA BRZEZINY 122;33-316;ROZTOKA-BRZEZINY;bd
801;KS. MAZURKIEWICZA 117;32-800;JASIEŃ;bd
802;KS. MAZURKIEWICZA 117;32-800;JASIEŃ;bd
803;KS. MAZURKIEWICZA 117;32-800;JASIEŃ;bd
804;HENRYKA DĄBROWSKIEGO 2/6/4;44-120;PYSKOWICE;bd
814;KOPERKOWA 38;81-589;GDYNIA;bd
817;JAROSŁAWA IWASZKIEWICZA 1/11;59-900;ZGORZELEC;bd
818;JAROSŁAWA IWASZKIEWICZA 1/11;59-900;ZGORZELEC;bd
820;UL. RÓŻANNA 61A;26-300;OPOCZNO;bd
821;TADEUSZA KOSCIUSZKI 96/1;80-421;GDAŃSK;bd
822;ALEJA WOJSKA POLSKIEGO 78/16;10-290;OLSZTYN;bd
823;KASZTANOWA 10;27-400;OSTROWIEC ŚWIĘTOKRZYSKI;bd
824;KĘPA 1B/4;41-219;SOSNOWIEC;bd
825;DWORCOWA 59/4;10-437;OLSZTYN;bd
829;POWSTAŃCÓW WARSZAWSKICH 14/11;41-902;BYTOM;bd
836;SUCHAWA 12/8;22-200;WŁODAWA;bd
837;STAFFA 2/2;26-110;SKARŻYSKO-KAMIENNA;bd
838;PUŁAWSKA 13/3;24-300;OPOLE LUBELSKIE;bd
839;GENERAŁA KAZIMIERZA PUŁASKIEGO 24F/5;16-400;SUWAŁKI;bd
842;LEOPOLDA STAFFA 7;20-454;LUBLIN;bd
843;ALEJA JANA PAWŁA II 16/17;22-200;WŁODAWA;bd
846;TRAWKI 17/12;80-257;GDAŃSK;bd
849;MARII CURIE SKŁODOWSKIEJ 56/314;85-088;BYDGOSZCZ;bd
850;GEN. STEFANA GROTA-ROWECKIEGO 4/14;24-100;PUŁAWY;bd
857;GOSPODY 11D/16;80-344;GDAŃSK;bd
862;ZIELONA 50A;24-103;ŻYRZYN;bd
863;ZIELONA 50A;24-103;ŻYRZYN;bd
864;JANA HENRYKA DĄBROWSKIEGO 66/6;60-522;POZNAŃ;bd
865;FRANCISZKA LESSLA 2/39;24-100;PUŁAWY;bd
867;STAROMIEJSKA 2/5/7;10-018;OLSZTYN;bd
868;ROMUALDA 7/75;25-322;KIELCE;bd
871;GEN. TOMASZA ŁUBIEŃSKIEGO 4/31;07-410;OSTROŁĘKA;bd
874;PODWILK 342;34-722;PODWILK;bd
876;SKAWA 593;34-713;SKAWA;bd
877;SKAWA 593;34-713;SKAWA;bd
882;WIELKA WIEŚ 50A;27-215;WIELKA WIEŚ;bd
886;PIASTÓW 22B/6;47-330;ZDZIESZOWICE;bd
888;OSIEDLE NA LOTNISKU 19/13;31-804;KRAKÓW;bd
889;MODRZEWSKIEGO 14;83-000;PRUSZCZ GDAŃSKI;bd
891;1000-LECIA 2C/6;73-110;STARGARD;bd
892;TOWAROWA 4/1;41-902;BYTOM;bd
893;NARCYZOWA 10/85;81-653;GDYNIA;bd
898;1 MAJA 26/6;45-355;OPOLE;bd
899;KRAKOWSKA 4/5;43-600;JAWORZNO;bd
900;NADODRZAŃSKA 13;98-300;WIELUŃ;bd
901;ADAMA MICKIEWICZA 55/37;81-866;SOPOT;bd
902;ŁĘCKA 4;32-823;SZCZEPANÓW;bd
905;AL. JÓZEFA PIŁSUDSKIEGO 91/9;22-200;WŁODAWA;bd
909;FRYDERYKA CHOPINA 23/12;43-600;JAWORZNO;bd
910;GNOJNIK 569;32-864;GNOJNIK;bd
912;IGNACEGO CZUMY 74/2;20-153;LUBLIN;bd
913;ZŁOTNIKI 191;28-366;ZŁOTNIKI;bd
914;NOWY BUKOWIEC 3;83-431;NOWY BUKOWIEC;bd
916;SPORTOWA 12/51;35-111;RZESZÓW;bd
921;LEŚNE 13/81;62-028;KOZIEGŁOWY;bd
922;ADAMA ASNYKA 43/2;62-800;KALISZ;bd
923;WŁADYSŁAWA KUNICKIEGO 120/12;20-436;LUBLIN;bd
924;LEŚNE 9/10;62-028;KOZIEGŁOWY;bd
925;POZNAŃSKA ROD KAROLIN 43 DZIAŁKA 159;62-028;KOZIEGŁOWY;bd
926;WOLA CIEKLIŃSKA 55;38-222;WOLA CIEKLIŃSKA;bd
931;PODSTOLICE 151;32-020;PODSTOLICE;bd
932;PODSTOLICE 151;32-020;PODSTOLICE;bd
933;MOSZCZANICKA 56;34-300;ŻYWIEC;bd
934;POPIEŁUSZKI 30/25;10-695;OLSZTYN;bd
935;ALEJE PREZYDENTA LECHA KACZYŃSKIEGO 29/18;85-806;BYDGOSZCZ;bd
936;NAD ODRĄ 18/3;71-833;SZCZECIN;bd
940;MŁYŃSKA 4/32;43-190;MIKOŁÓW;bd
943;WORPIE 49/18;41-906;BYTOM;bd
