Lp.;Nr_umowy;Data.poczatku.okresu.ubezpieczenia;Data.konca.okresu.ubezpieczenia;SU_v_PML;Odnow;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo;Adres_Kraj;ReasekuracjaO;ReasekuracjaF
199;M10038282004;04.07.2021;03.07.2022;4,00E+05;TAK;Zakościele 25a;28-400;Bogucice Pierwsze;świętokrzyskie;Polska;1,2;NA
200;M10038282404;15.07.2021;14.07.2022;385000;TAK;Przewóz 32B;30-716;Kraków;małopolskie;Polska;1,2;NA
201;M1003832710;22.03.2021;21.03.2022;520000;TAK;Nadbrzeż 29B;05-480;Nadbrzeż;mazowieckie;Polska;1,2;NA
202;M1003835910;18.04.2021;17.04.2022;692000;TAK;Jana Olbrachta 112;01-373;Warszawa;mazowieckie;Polska;1,2;NA
203;M1003836810;18.07.2021;17.07.2022;520000;TAK;Marczukowska 63;15-724;Białystok;podlaskie;Polska;1,2;NA
204;M10038563504;23.07.2021;22.07.2022;270000;TAK;Franciszka Fenikowskiego 15;84-200;Wejherowo;pomorskie;Polska;1,2;NA
205;M10039131404;01.10.2021;30.09.2022;310000;TAK;Grenadierów 13;04-052;Warszawa;mazowieckie;Polska;1,2;NA
206;M10039132604;13.07.2021;12.07.2022;420000;TAK;Jana Pawła II 25B;05-091;Ząbki;mazowieckie;Polska;1,2;NA
207;M10039139304;11.07.2021;10.07.2022;510000;TAK;Różana 19;05-090;Raszyn;mazowieckie;Polska;1,2;NA
208;M10039237604;27.07.2021;26.07.2022;165000;TAK;Świętej Jadwigi Śląskiej 20;58-560;Jelenia Góra;dolnośląskie;Polska;1,2;NA
209;M10039289504;10.08.2021;09.08.2022;380000;TAK;Aleksandra Fredry 8;30-605;Kraków;małopolskie;Polska;1,2;NA
210;M10039945904;15.07.2021;14.07.2022;215000;TAK;Ignacego Krasickiego 9;65-512;Zielona Góra;lubuskie;Polska;1,2;NA
211;M10040607604;04.07.2021;03.07.2022;160000;TAK;Broniewskiego 7;64-550;Duszniki;wielkopolskie;Polska;1,2;NA
212;M1004127610;01.04.2021;31.03.2022;509000;TAK;Piaskowa 9;05-110;Jabłonna;mazowieckie;Polska;1,2;NA
213;M10041426804;04.07.2021;03.07.2022;260000;TAK;Przy Parku 1;42-612;Tarnowskie Góry;śląskie;Polska;1,2;NA
214;M10041626404;04.07.2021;03.07.2022;190000;TAK;Ignacego Paderewskiego 33;93-523;Łódź;łódzkie;Polska;1,2;NA
215;M10041781504;21.07.2021;20.07.2022;320000;TAK;Jadachy 351;39-442;Jadachy;podkarpackie;Polska;1,2;NA
216;M1004180510;01.04.2021;31.03.2022;560000;TAK;Os. Inżynierskie 560;32-433;Lubień;małopolskie;Polska;1,2;NA
217;M1004242210;24.03.2021;23.03.2022;340000;TAK;Gostomia 47;78-600;Wałcz;zachodniopomorskie;Polska;1,2;NA
218;M10042994904;15.07.2021;14.07.2022;210000;TAK;Południowa 2;95-063;Rogów;łódzkie;Polska;1,2;NA
219;M1004352310;01.05.2021;30.04.2022;290000;TAK;Kępna 13;03-730;Warszawa;mazowieckie;Polska;1,2;NA
220;M1004359310;01.04.2021;31.03.2022;320000;TAK;Piotra Stachiewicza 47;31-328;Kraków;małopolskie;Polska;1,2;NA
221;M1004359810;01.04.2021;31.03.2022;4,00E+05;TAK;Długa 33a;33-206;Smyków;małopolskie;Polska;1,2;NA
222;M10043789904;10.07.2021;09.07.2022;560000;TAK;Stanisława Wyspiańskiego 22;20-454;Lublin;lubelskie;Polska;1,2;NA
223;M1004398110;01.04.2021;31.03.2022;120000;TAK;Zegrzyńska 51;05-119;Legionowo;mazowieckie;Polska;1,2;NA
224;M10044037704;04.07.2021;03.07.2022;460000;TAK;Marii Konopnickiej 9;14-100;Ostróda;warmińsko-mazurskie;Polska;1,2;NA
225;M1004406810;01.05.2021;30.04.2022;310000;TAK;Sosnowa 22;41-808;Zabrze;śląskie;Polska;1,2;NA
226;M10044235504;04.07.2021;03.07.2022;520000;TAK;Indiry Gandhi 35;02-776;Warszawa;mazowieckie;Polska;1,2;NA
227;M1004426410;23.04.2021;22.04.2022;320000;TAK;Wydmowa 37;75-229;Koszalin;zachodniopomorskie;Polska;1,2;NA
228;M10044336004;04.07.2021;03.07.2022;180000;TAK;Hoża 25;00-521;Warszawa;mazowieckie;Polska;1,2;NA
229;M1004435010;01.04.2021;31.03.2022;460000;TAK;Piaskowa 30;05-420;Józefów;mazowieckie;Polska;1,2;NA
230;M1004436610;23.03.2021;22.03.2022;305000;TAK;Wojska Polskiego 46;05-800;Pruszków;mazowieckie;Polska;1,2;NA
231;M1004443810;19.03.2021;18.03.2022;350000;TAK;Lewinowska 44A;03-684;Warszawa;mazowieckie;Polska;1,2;NA
232;M10044606304;27.07.2021;26.07.2022;210000;TAK;Sadowa 4;42-151;Waleńczów;śląskie;Polska;1,2;NA
233;M10044619004;08.07.2021;07.07.2022;480000;TAK;Bolesława Krzywoustego 28;80-360;Gdańsk;pomorskie;Polska;1,2;NA
234;M10044628504;12.07.2021;11.07.2022;425000;TAK;Troszczyn 40;64-330;Troszczyn;wielkopolskie;Polska;1,2;NA
235;M10045045804;04.07.2021;03.07.2022;510000;TAK;Nowodwór-Piaski 31A;21-100;Nowodwór-Piaski;lubelskie;Polska;1,2;NA
236;M10045091304;19.07.2021;18.07.2022;860000;TAK;Centralna 26E;52-114;Wrocław;dolnośląskie;Polska;1,2;NA
237;M1004510110;23.03.2021;22.03.2022;120000;TAK;Ks. Norberta Bończyka 60;41-400;Mysłowice;śląskie;Polska;1,2;NA
238;M10045101204;04.07.2021;03.07.2022;5,00E+05;TAK;Orląt 12;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;NA
239;M10045107104;06.07.2021;05.07.2022;2,00E+05;TAK;gen. Kazimierza Sosnkowskiego 26;05-300;Mińsk Mazowiecki;mazowieckie;Polska;1,2;NA
240;M10045121604;17.07.2021;16.07.2022;430000;TAK;Zdziarska 83Z;03-289;Warszawa;mazowieckie;Polska;1,2;NA
241;M10045136104;11.12.2021;10.12.2022;1,00E+05;TAK;Przędzalniana 12;90-034;Łódź;łódzkie;Polska;1,2;NA
242;M10045139404;05.07.2021;04.07.2022;110000;TAK;Przemysłowa 38;00-450;Warszawa;mazowieckie;Polska;1,2;NA
243;M10045139804;05.07.2021;04.07.2022;110000;TAK;Puławska 109b;02-707;Warszawa;mazowieckie;Polska;1,2;NA
244;M10045140104;05.07.2021;04.07.2022;175000;TAK;Aleja Rzeczypospolitej 22c;02-972;Warszawa;mazowieckie;Polska;1,2;NA
245;M10045149604;07.08.2021;06.08.2022;620000;TAK;Janusza Korczaka 32;61-408;Poznań;wielkopolskie;Polska;1,2;NA
246;M10045198604;04.07.2021;03.07.2022;330000;TAK;Sportowa 21A;83-022;Suchy Dąb;pomorskie;Polska;1,2;NA
247;M1004533410;02.04.2021;01.04.2022;520000;TAK;Kazubów 6a;01-466;Warszawa;mazowieckie;Polska;1,2;NA
248;M10045691004;04.07.2021;03.07.2022;555000;TAK;Jana Kazimierza 66;01-248;Warszawa;mazowieckie;Polska;1,2;NA
249;M10045691504;03.07.2021;02.07.2022;220000;TAK;Józefa Ignacego Kraszewskiego 2;05-240;Tłuszcz;mazowieckie;Polska;1,2;NA
250;M10046111704;10.07.2021;09.07.2022;210000;TAK;26 Kwietnia 16;72-009;Police;zachodniopomorskie;Polska;1,2;NA
251;M10046112004;04.07.2021;03.07.2022;380000;TAK;Bałtycka 21;41-707;Ruda Śląska;śląskie;Polska;1,2;NA
252;M10046113504;05.07.2021;04.07.2022;250000;TAK;Jeździecka (Wesoła) 21C;05-077;Warszawa;mazowieckie;Polska;1,2;NA
253;M10046116404;13.07.2021;12.07.2022;210000;TAK;Al. Jana Pawła II 59F;15-704;Białystok;podlaskie;Polska;1,2;NA
254;M10046123304;04.07.2021;03.07.2022;835000;TAK;Stefana Okrzei 49;05-400;Otwock;mazowieckie;Polska;1,2;NA
255;M10046126004;04.07.2021;03.07.2022;250000;TAK;Juliana Ursyna Niemcewicza 29;71-520;Szczecin;zachodniopomorskie;Polska;1,2;NA
256;M10046127004;10.07.2021;09.07.2022;3,00E+05;TAK;Obrońców Westerplatte 20;89-600;Chojnice;pomorskie;Polska;1,2;NA
257;M10046135304;05.07.2021;04.07.2022;160000;TAK;Władysława Stanisława Reymonta 2;82-200;Malbork;pomorskie;Polska;1,2;NA
258;M10046214504;06.07.2021;05.07.2022;160000;TAK;Mickiewicza 60d;88-400;Żnin;kujawsko-pomorskie;Polska;1,2;NA
259;M1004631810;29.03.2021;28.03.2022;270000;TAK;Rubinowa 2;20-575;Lublin;lubelskie;Polska;1,2;NA
260;M10046390804;13.07.2021;12.07.2022;250000;TAK;Jana Biziela 24;85-163;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
261;M10046413004;16.07.2021;15.07.2022;120000;TAK;Jana i Jędrzeja Śniadeckich 12;85-011;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;NA
262;M10046425604;05.07.2021;04.07.2022;60000;TAK;Jana Władysława Dawida 10;50-527;Wrocław;dolnośląskie;Polska;1,2;NA
263;M10046430804;10.07.2021;09.07.2022;180000;TAK;Juryszewo 51;09-442;Juryszewo;mazowieckie;Polska;1,2;NA
264;M10046432004;11.07.2021;10.07.2022;620000;TAK;Adama Mickiewicza 41;05-091;Ząbki;mazowieckie;Polska;1,2;NA
265;M10047330504;17.07.2021;16.07.2022;290000;TAK;Gajowa 3;42-700;Lubliniec;śląskie;Polska;1,2;NA
266;M10047901704;01.08.2021;31.07.2022;710000;TAK;Pogodna 2/1;72-003;Wołczkowo;zachodniopomorskie;Polska;1,2;NA
267;M10048385304;25.07.2021;24.07.2022;275000;TAK;Długa 16;05-230;Kobyłka;mazowieckie;Polska;1,2;NA
268;M10049053804;11.07.2021;10.07.2022;510000;TAK;Szmaragdowa 4;73-108;Morzyczyn;zachodniopomorskie;Polska;1,2;NA
269;M10049185604;04.07.2021;03.07.2022;305000;TAK;Gąbińska 30;01-703;Warszawa;mazowieckie;Polska;1,2;NA
270;M10049372904;04.07.2021;03.07.2022;850000;TAK;Konstancińska 3b;02-942;Warszawa;mazowieckie;Polska;1,2;NA
271;M1004984610;15.05.2021;14.05.2022;560000;TAK;Hallerczyków 16;42-520;Dąbrowa Górnicza;śląskie;Polska;1,2;NA
272;M10050194904;04.07.2021;03.07.2022;420000;TAK;Krzywa 2A;44-293;Piece;śląskie;Polska;1,2;NA
273;M10050203804;06.07.2021;05.07.2022;320000;TAK;42 Pułku Piechoty 133;15-181;Białystok;podlaskie;Polska;1,2;NA
274;M10050218904;06.07.2021;05.07.2022;530000;TAK;Żółkiewskiego 30B;87-100;Toruń;kujawsko-pomorskie;Polska;1,2;NA
275;M1005083110;19.08.2021;18.08.2022;303000;TAK;Jana Husa 18;03-153;Warszawa;mazowieckie;Polska;1,2;NA
276;M1005095110;05.08.2021;04.08.2022;440000;TAK;Miła 12;96-330;Mrozy;mazowieckie;Polska;1,2;NA
277;M10052263404;07.07.2021;06.07.2022;340000;TAK;Spacerowa 7;83-212;Bobowo;pomorskie;Polska;1,2;NA
278;M1005228410;04.07.2021;03.07.2022;890000;TAK;Grzybowa 19;05-200;Zagościniec;mazowieckie;Polska;1,2;NA
279;M10052472304;05.07.2021;04.07.2022;260000;TAK;Jana III Sobieskiego 42;60-688;Poznań;wielkopolskie;Polska;1,2;NA
280;M1005263710;15.06.2021;14.06.2022;520000;TAK;Marsz. Piłsudskiego 140;26-200;Końskie;świętokrzyskie;Polska;1,2;NA
281;M1005301610;23.03.2021;22.03.2022;540000;TAK;Za Hańderką 12;43-370;Szczyrk;śląskie;Polska;1,2;NA
282;M1005303110;30.03.2021;29.03.2022;370000;TAK;Laurowa 37;03-197;Warszawa;mazowieckie;Polska;1,2;NA
283;M1005304710;01.04.2021;31.03.2022;270000;TAK;Pilota Stanisława Wigury 15;90-302;Łódź;łódzkie;Polska;1,2;NA
284;M10053602004;20.07.2021;19.07.2022;3,00E+05;TAK;Edwarda Mroza 23a;10-692;Olsztyn;warmińsko-mazurskie;Polska;1,2;NA
285;M1005403610;04.04.2021;03.04.2022;140000;TAK;Willowa 13;00-790;Warszawa;mazowieckie;Polska;1,2;NA
286;M1005416910;06.10.2021;05.10.2022;750000;TAK;Przejazd 6;02-654;Warszawa;mazowieckie;Polska;1,2;NA
287;M1005418710;24.03.2021;23.03.2022;310000;TAK;Prof. Eugeniusza Romera 1;76-200;Słupsk;pomorskie;Polska;1,2;NA
288;M1005422010;04.04.2021;03.04.2022;5,00E+05;TAK;Bażancia 4;05-502;Bobrowiec;mazowieckie;Polska;1,2;NA
289;M10054225904;11.07.2021;10.07.2022;292200;TAK;Agatowa 17;20-571;Lublin;lubelskie;Polska;1,2;NA
290;M10054605604;14.07.2021;13.07.2022;650000;TAK;Stawowa 34;55-114;Ligota Piękna;dolnośląskie;Polska;1,2;NA
291;M10054799204;05.07.2021;04.07.2022;2,00E+05;TAK;Ząbkowicka 36;58-200;Dzierżoniów;dolnośląskie;Polska;1,2;NA
292;M10054799904;13.07.2021;12.07.2022;453340;TAK;Lasek Brzozowy 9;02-792;Warszawa;mazowieckie;Polska;1,2;NA
293;M1005534010;23.03.2021;22.03.2022;555000;TAK;Sarmacka 22A;02-972;Warszawa;mazowieckie;Polska;1,2;NA
294;M10055408404;05.07.2021;04.07.2022;150000;TAK;Dożynkowa 51;64-100;Leszno;wielkopolskie;Polska;1,2;NA
295;M1005545310;17.04.2021;16.04.2022;420000;TAK;Kalksztajnów 21a;81-236;Gdynia;pomorskie;Polska;1,2;NA
296;M10055714904;05.07.2021;04.07.2022;130000;TAK;Grażyny 4;43-300;Bielsko-Biała;śląskie;Polska;1,2;NA
297;M10055732104;05.07.2021;04.07.2022;180000;TAK;Towarowa 16B;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;NA
298;M10055896004;05.07.2021;04.07.2022;540000;TAK;Cypriana Kamila Norwida 43a;05-820;Piastów;mazowieckie;Polska;1,2;NA
299;M10055897304;05.07.2021;04.07.2022;350000;TAK;Jana Blatona 2;01-494;Warszawa;mazowieckie;Polska;1,2;NA
300;M10055926904;04.07.2021;03.07.2022;127000;TAK;Srebrna 8/2;42-610;Miasteczko Śląskie;śląskie;Polska;1,2;NA
301;M10055929104;10.07.2021;09.07.2022;590000;TAK;Jana Olbrachta 29a;01-102;Warszawa;mazowieckie;Polska;1,2;NA
302;M10055929704;04.07.2021;03.07.2022;508000;TAK;Akacjowa 12;55-010;Radwanice;dolnośląskie;Polska;1,2;NA
303;M10055931804;24.11.2021;23.11.2022;70000;TAK;Konstytucji 3 Maja 3;96-500;Sochaczew;mazowieckie;Polska;1,2;NA
304;M10055935404;10.07.2021;09.07.2022;460000;TAK;Sosnowa 23a;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;NA
305;M10055949804;01.09.2021;31.08.2022;3,00E+05;TAK;Nowodworska 29a;03-133;Warszawa;mazowieckie;Polska;1,2;NA
306;M1005606810;25.03.2021;24.03.2022;750000;TAK;Pory 60;02-757;Warszawa;mazowieckie;Polska;1,2;NA
307;M10056094904;09.07.2021;08.07.2022;475000;TAK;Główna 2A;83-211;Kolincz;pomorskie;Polska;1,2;NA
308;M10056186704;23.07.2021;22.07.2022;520000;TAK;Bodzanów 472;32-020;Bodzanów;małopolskie;Polska;1,2;NA
309;M10056409104;05.07.2021;04.07.2022;145000;TAK;Towarowa 16B;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;NA
310;M10056803504;05.07.2021;04.07.2022;165000;TAK;Stefana Jaracza 92;90-244;Łódź;łódzkie;Polska;1,2;NA
311;M10056808304;28.07.2021;27.07.2022;4,00E+05;TAK;Białogardzka 15F;78-314;Sławoborze;zachodniopomorskie;Polska;1,2;NA
312;M10057222204;19.07.2021;18.07.2022;220000;TAK;Smardzewska 22;60-161;Poznań;wielkopolskie;Polska;1,2;NA
313;M10057489204;05.07.2021;04.07.2022;2,00E+05;TAK;Grabiszyńska 83;53-503;Wrocław;dolnośląskie;Polska;1,2;NA
314;M10057641504;05.07.2021;04.07.2022;80000;TAK;Tomcia Palucha 29;02-495;Warszawa;mazowieckie;Polska;1,2;NA
315;M10057679604;05.07.2021;04.07.2022;219000;TAK;Storczykowa 11E;83-000;Juszkowo;pomorskie;Polska;1,2;NA
316;M10057821404;05.07.2021;04.07.2022;260000;TAK;Osipy-Zakrzewizna 12C;18-200;Osipy-Zakrzewizna;podlaskie;Polska;1,2;NA
317;M1005827210;28.03.2021;27.03.2022;340000;TAK;Bolesława Prusa 10;05-800;Pruszków;mazowieckie;Polska;1,2;NA
318;M1005842310;19.04.2021;18.04.2022;320000;TAK;Gen. Bolesława Szareckiego 6;01-493;Warszawa;mazowieckie;Polska;1,2;NA
319;M10058783804;15.07.2021;14.07.2022;210000;TAK;Marii Konopnickiej 31;59-300;Lubin;dolnośląskie;Polska;1,2;NA
320;M1005898510;14.08.2021;13.08.2022;560000;TAK;Kazimierza Pułaskiego 12;05-500;Piaseczno;mazowieckie;Polska;1,2;NA
321;M1005903010;20.07.2021;19.07.2022;420000;TAK;Orzechów 35;95-083;Orzechów;łódzkie;Polska;1,2;NA
322;M1005914810;01.04.2021;31.03.2022;320000;TAK;Kosynierów 10;05-270;Marki;mazowieckie;Polska;1,2;NA
323;M10059580104;12.07.2021;11.07.2022;160000;TAK;Radomska 10;41-219;Sosnowiec;śląskie;Polska;1,2;NA
324;M10059586404;29.08.2021;28.08.2022;320000;TAK;Olsztyńska 4;05-400;Otwock;mazowieckie;Polska;1,2;NA
325;M10059589104;07.07.2021;06.07.2022;60000;TAK;Kameralna 3;03-406;Warszawa;mazowieckie;Polska;1,2;NA
326;M10059589304;26.08.2021;25.08.2022;4,00E+05;TAK;Stanisława Staszica 59;62-030;Luboń;wielkopolskie;Polska;1,2;NA
327;M10059589804;06.07.2021;05.07.2022;160000;TAK;Turkusowa 4;20-572;Lublin;lubelskie;Polska;1,2;NA
328;M10059596004;05.07.2021;04.07.2022;2,00E+05;TAK;Zofii Nałkowskiej 25;48-340;Głuchołazy;opolskie;Polska;1,2;NA
329;M10059596104;01.08.2021;31.07.2022;2,00E+05;TAK;Jagiellońska 11;48-300;Nysa;opolskie;Polska;1,2;NA
330;M10059600804;01.08.2021;31.07.2022;220000;TAK;Bojowników Getta Warszawskiego 6;91-438;Łódź;łódzkie;Polska;1,2;NA
331;M10059602004;05.07.2021;04.07.2022;160000;TAK;Północna 12;62-064;Plewiska;wielkopolskie;Polska;1,2;NA
332;M1005976710;01.04.2021;31.03.2022;920000;TAK;Górczewska 228;01-460;Warszawa;mazowieckie;Polska;1,2;NA
333;M1006008210;25.04.2021;24.04.2022;2,00E+05;TAK;Roszkowo 6;62-085;Roszkowo;wielkopolskie;Polska;1,2;NA
334;M10060256004;10.07.2021;09.07.2022;3,00E+05;TAK;Sandomierska 44;27-515;Tarłów;świętokrzyskie;Polska;1,2;NA
335;M1006030410;01.04.2021;31.03.2022;190000;TAK;Grabówki 123;32-020;Wieliczka;małopolskie;Polska;1,2;NA
336;M10060795704;30.07.2021;29.07.2022;270000;TAK;Dębniaki 39;87-820;Dębniaki;kujawsko-pomorskie;Polska;1,2;NA
337;M10060925304;20.07.2021;19.07.2022;155000;TAK;Złotych Kłosów 2;11-730;Mikołajki;warmińsko-mazurskie;Polska;1,2;NA
338;M1006120210;17.06.2021;16.06.2022;470000;TAK;Osiedleńcza 42;47-400;Racibórz;śląskie;Polska;1,2;NA
339;M10061234004;05.07.2021;04.07.2022;540000;TAK;Ofiar Katynia 53;09-410;Płock;mazowieckie;Polska;1,2;NA
340;M10061241304;05.07.2021;04.07.2022;410000;TAK;Juliusza Słowackiego 35;28-300;Jędrzejów;świętokrzyskie;Polska;1,2;NA
341;M10061422704;05.07.2021;04.07.2022;225000;TAK;Jodłowa 4;16-001;Ignatki-Osiedle;podlaskie;Polska;1,2;NA
342;M1006143110;04.04.2021;03.04.2022;170000;TAK;Sobocisko 42;55-200;Sobocisko;dolnośląskie;Polska;1,2;NA
343;M10061726704;12.07.2021;11.07.2022;65000;TAK;Stanisława Thugutta 6e;71-693;Szczecin;zachodniopomorskie;Polska;1,2;NA
344;M10061911104;05.07.2021;04.07.2022;230000;TAK;prof. Jana Mikusińskiego 34;40-146;Katowice;śląskie;Polska;1,2;NA
345;M10062153104;05.07.2021;04.07.2022;310000;TAK;Naściszowa 10;33-300;Naściszowa;małopolskie;Polska;1,2;NA
346;M1006225810;30.04.2021;29.04.2022;360000;TAK;Dębowa 1;05-804;Pruszków;mazowieckie;Polska;1,2;NA
347;M1006234510;29.07.2021;28.07.2022;640000;TAK;Wardyń Górny 21A;78-320;Połczyn-Zdrój;zachodniopomorskie;Polska;1,2;NA
348;M1006234910;20.05.2021;19.05.2022;90000;TAK;Warszawska 33d;44-100;Gliwice;śląskie;Polska;1,2;NA
349;M10062490504;03.08.2021;02.08.2022;170000;TAK;Lipińska 8;41-500;Chorzów;śląskie;Polska;1,2;NA
350;M10062492904;05.07.2021;04.07.2022;3,00E+05;TAK;Lasocin 1C;08-500;Lasocin;lubelskie;Polska;1,2;NA
351;M10062498804;27.07.2021;26.07.2022;266000;TAK;Wiatraczna 15;04-364;Warszawa;mazowieckie;Polska;1,2;NA
352;M10062860204;05.07.2021;04.07.2022;170000;TAK;Na Stoku 14;25-437;Kielce;świętokrzyskie;Polska;1,2;NA
353;M1006290210;23.03.2021;22.03.2022;260000;TAK;Działkowa 79;05-808;Parzniew;mazowieckie;Polska;1,2;NA
354;M1006293210;09.04.2021;08.04.2022;540000;TAK;Dębowa 31/1;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;NA
355;M10063119004;07.07.2021;06.07.2022;150000;TAK;Armii Krajowej 19d;63-400;Ostrów Wielkopolski;wielkopolskie;Polska;1,2;NA
356;M10063224804;23.07.2021;22.07.2022;530000;TAK;Zaborowska 2;01-462;Warszawa;mazowieckie;Polska;1,2;NA
357;M10063234004;11.07.2021;10.07.2022;343000;TAK;Sadowa 62J;73-110;Stargard;zachodniopomorskie;Polska;1,2;NA
358;M10063236804;06.07.2021;05.07.2022;320000;TAK;Konstytucji 3 Maja 2;63-100;Śrem;wielkopolskie;Polska;1,2;NA
359;M10063317704;05.07.2021;04.07.2022;115000;TAK;Środkowa 29;96-300;Żyrardów;mazowieckie;Polska;1,2;NA
360;M10063838804;05.07.2021;04.07.2022;620000;TAK;Rzepakowa 7C;62-002;Złotkowo;wielkopolskie;Polska;1,2;NA
361;M10065024604;05.07.2021;04.07.2022;260000;TAK;Henryka Wieniawskiego 63c;35-330;Rzeszów;podkarpackie;Polska;1,2;NA
362;M10065101104;12.07.2021;11.07.2022;228096;TAK;Fryderyka Chopina 32A;41-807;Zabrze;śląskie;Polska;1,2;NA
363;M1006515710;30.03.2021;29.03.2022;230000;TAK;Obrońców Tobruku 19;01-494;Warszawa;mazowieckie;Polska;1,2;NA
364;M1006566310;02.04.2021;01.04.2022;560000;TAK;Łaźnie 34;16-030;Supraśl;podlaskie;Polska;1,2;NA
365;M1006570210;10.10.2021;09.10.2022;470000;TAK;Ks. kard. Bolesława Kominka 150;44-310;Radlin;śląskie;Polska;1,2;NA
366;M1006634010;25.03.2021;24.03.2022;425000;TAK;Józefa Mehoffera 70B;03-131;Warszawa;mazowieckie;Polska;1,2;NA
367;M1006642410;15.04.2021;14.04.2022;340000;TAK;Wyki Kazimierza 1;01-318;Warszawa;mazowieckie;Polska;1,2;NA
368;M1006662910;18.05.2021;17.05.2022;70000;TAK;Warmińska 16;40-740;Katowice;śląskie;Polska;1,2;NA
369;M1006715910;17.09.2021;16.09.2022;540000;TAK;Objazdowa 17 d;41-709;Ruda Śląska;śląskie;Polska;1,2;NA
370;M1006758710;15.05.2021;14.05.2022;210000;TAK;Szaniec 23;31-560;Kraków;małopolskie;Polska;1,2;NA
371;M10067788404;01.08.2021;31.07.2022;6,00E+05;TAK;Anyżowa 62;81-589;Gdynia;pomorskie;Polska;1,2;NA
372;M1006780010;01.04.2021;31.03.2022;4,00E+05;TAK;Radziwie 7;01-164;Warszawa;mazowieckie;Polska;1,2;NA
373;M1006780210;25.03.2021;24.03.2022;320000;TAK;Władysława Umińskiego 24;03-984;Warszawa;mazowieckie;Polska;1,2;NA
374;M10067958704;27.07.2021;26.07.2022;2,00E+05;TAK;Jana Kurczaba 10;30-868;Kraków;małopolskie;Polska;1,2;NA
375;M10067959404;27.07.2021;26.07.2022;2,00E+05;TAK;Wiśnicka 21A;32-800;Jasień;małopolskie;Polska;1,2;NA
376;M1006796110;15.04.2021;14.04.2022;470000;TAK;Bolkowska 10;01-466;Warszawa;mazowieckie;Polska;1,2;NA
377;M10067962904;16.08.2021;15.08.2022;160000;TAK;Jana Długosza 15;43-140;Lędziny;śląskie;Polska;1,2;NA
378;M10067963104;06.07.2021;05.07.2022;670000;TAK;Stanisława Leszczyńskiego 15A;20-069;Lublin;lubelskie;Polska;1,2;NA
379;M10067975004;18.07.2021;17.07.2022;250000;TAK;Racławicka 21;41-205;Sosnowiec;śląskie;Polska;1,2;NA
380;M10068704304;01.08.2021;31.07.2022;330000;TAK;Arbuzowa 12;02-747;Warszawa;mazowieckie;Polska;1,2;NA
381;M10068704504;14.07.2021;13.07.2022;230000;TAK;Płocka 53;01-160;Warszawa;mazowieckie;Polska;1,2;NA
382;M10068712704;01.08.2021;31.07.2022;550000;TAK;Czarnogórska 24A;32-300;Olkusz;małopolskie;Polska;1,2;NA
383;M10068722904;07.07.2021;06.07.2022;420000;TAK;Myśliwska 9;84-200;Gniewowo;pomorskie;Polska;1,2;NA
384;M10068723804;08.07.2021;07.07.2022;150000;TAK;Jasne 4A;58-200;Dzierżoniów;dolnośląskie;Polska;1,2;NA
385;M10068724104;05.07.2021;04.07.2022;305000;TAK;Tenisowa 17;05-509;Józefosław;mazowieckie;Polska;1,2;NA
386;M10068797004;08.07.2021;07.07.2022;260000;TAK;Pokrętna 40;05-500;Nowa Iwiczna;mazowieckie;Polska;1,2;NA
387;M10068807304;24.07.2021;23.07.2022;220000;TAK;Borkowska 25;30-438;Kraków;małopolskie;Polska;1,2;NA
388;M10068808304;20.07.2021;19.07.2022;480000;TAK;Konrada Duszy 5;59-900;Zgorzelec;dolnośląskie;Polska;1,2;NA
389;M10068817204;18.07.2021;17.07.2022;8,00E+05;TAK;Rosy 40;05-830;Kajetany;mazowieckie;Polska;1,2;NA
390;M10068818404;12.07.2021;11.07.2022;530000;TAK;Aleja Rzeczypospolitej 2;02-972;Warszawa;mazowieckie;Polska;1,2;NA
391;M10068823104;06.07.2021;05.07.2022;140000;TAK;Jacka Malczewskiego 21;93-154;Łódź;łódzkie;Polska;1,2;NA
392;M10068836304;06.07.2021;05.07.2022;360000;TAK;Krucza 6;08-450;Łaskarzew;mazowieckie;Polska;1,2;NA
393;M10068838804;06.07.2021;05.07.2022;330000;TAK;Okrężna 19a;96-316;Bieganów;mazowieckie;Polska;1,2;NA
394;M10068839504;21.07.2021;20.07.2022;480000;TAK;Dworcowa 49;64-843;Dziembówko;wielkopolskie;Polska;1,2;NA
395;M10068845804;06.07.2021;05.07.2022;160000;TAK;Kredytowa 6;09-400;Płock;mazowieckie;Polska;1,2;NA
396;M10069532604;10.07.2021;09.07.2022;385000;TAK;Franciszka Bohomolca 5;31-416;Kraków;małopolskie;Polska;1,2;NA
397;M1006955810;11.04.2021;10.04.2022;320000;TAK;Stefana Żeromskiego 14;05-500;Piaseczno;mazowieckie;Polska;1,2;NA
398;M1006985410;16.04.2021;15.04.2022;320000;TAK;Jana III Sobieskiego 64;02-930;Warszawa;mazowieckie;Polska;1,2;NA
