Lp;DataPoczatku;DataKonca;SumaUbezpieczenia;Odnowienia;Ulica;KodPocztowy;Miasto;Wojewodztwo;Kraj;ReasekuracjaO;ReasekuracjaF;Szerokosc;Dlugosc;Flaga_1;Flaga_2;Nr_Wojewodztwa
164;01.05.2021;30.04.2022;340000;TAK;Wybickiego 1;78-400;Szczecinek;Zachodniopomorskie;Polska;1,2;NA;53.701585449999996;16.6955763;1;0;13;
165;25.03.2021;24.03.2022;420000;TAK;Jana III Sobieskiego 62;02-930;Warszawa;Mazowieckie;Polska;1,2;NA;52.1834063;21.05576119903149;1;0;5;
166;03.07.2021;02.07.2022;9,00E+05;TAK;Jeździecka 13;05-462;Kopki;Mazowieckie;Polska;1,2;NA;52.13561545;21.3718619;1;0;5;
167;12.07.2021;11.07.2022;360000;TAK;Zimowa 9;43-100;Tychy;Śląskie;Polska;1,2;NA;50.1213365;19.03885;1;0;15;
168;08.07.2021;07.07.2022;645000;TAK;Chomęcicka 4;60-101;Poznań;Wielkopolskie;Polska;1,2;NA;52.37153645;16.868403670543522;1;0;12;
169;17.03.2021;16.03.2022;347000;TAK;Wojska Polskiego 70;05-800;Pruszków;Mazowieckie;Polska;1,2;NA;52.1543984;20.79163564006395;1;0;5;
170;01.05.2021;30.04.2022;313000;TAK;Bednarska 12;00-310;Warszawa;Mazowieckie;Polska;1,2;NA;52.24534235;21.018377690859275;1;0;5;
171;25.03.2021;24.03.2022;5,00E+05;TAK;Kompasowa 1;04-048;Warszawa;Mazowieckie;Polska;1,2;NA;52.2306806;21.0837062;1;0;5;
172;01.04.2021;31.03.2022;150000;TAK;Wojska Polskiego 52;19-101;Mońki;Podlaskie;Polska;1,2;NA;53.48847685;22.7434355;1;0;9;
173;30.03.2021;29.03.2022;180000;TAK;Sienkiewicza 50;05-082;Stare Babice;Mazowieckie;Polska;1,2;NA;52.255068699999995;20.839840478612423;1;0;5;
174;03.07.2021;02.07.2022;2,00E+05;TAK;Warneńska 8A;80-288;Gdańsk;Pomorskie;Polska;1,2;NA;54.3570356;18.584807112417003;1;0;10;
175;01.06.2021;31.05.2022;1430000;TAK;Nowoursynowska 113e;02-797;Warszawa;Mazowieckie;Polska;1,2;NA;52.144076150000004;21.067494636869355;1;0;5;
176;05.07.2021;04.07.2022;520000;TAK;Myśliwska 123;80-175;Gdańsk;Pomorskie;Polska;1,2;NA;54.348344499999996;18.55002373235441;1;0;10;
177;25.07.2021;24.07.2022;490000;TAK;Osiedle Tygrysie 40A;62-023;Dachowa;Wielkopolskie;Polska;1,2;NA;52.2936124;17.0884396;1;0;12;
178;23.04.2021;22.04.2022;320000;TAK;Zeusa 4;80-180;Kowale;Pomorskie;Polska;1,2;NA;54.3101039;18.566163195753813;1;0;10;
179;21.05.2021;20.05.2022;90000;TAK;Srebrna 6;05-803;Pruszków;Mazowieckie;Polska;1,2;NA;52.1592242;20.810056434431893;1;0;5;
180;03.07.2021;02.07.2022;330000;TAK;Myśliwskie Wzgórze 1C;80-283;Gdańsk;Pomorskie;Polska;1,2;NA;54.3504908;18.5636524;1;0;10;
181;30.04.2021;29.04.2022;310000;TAK;Kazimierza Porębskiego 42;80-180;Gdańsk;Pomorskie;Polska;1,2;NA;54.319787649999995;18.57889446728118;1;0;10;
182;04.07.2021;03.07.2022;145000;TAK;Antoniego Kaliny 18;71-118;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4308765;14.5050874;1;0;13;
183;08.07.2021;07.07.2022;3,00E+05;TAK;Szafirowa 7;09-400;Ludwikowo;Mazowieckie;Polska;1,2;NA;52.5995265;19.5845331;1;0;5;
184;10.08.2021;09.08.2022;720000;TAK;Jastków 128k;21-002;Jastków;Lubelskie;Polska;1,2;NA;51.30116775;22.44881211246879;3;0;3;
185;15.07.2021;14.07.2022;510000;TAK;Wesoła 6b;05-220;Zielonka;Mazowieckie;Polska;1,2;NA;52.31744795;21.16117422874619;1;0;5;
186;04.07.2021;03.07.2022;520000;TAK;Kalinowa 13;76-039;Stare Bielice;Zachodniopomorskie;Polska;1,2;NA;54.18208;16.11697;1;0;13;
187;06.07.2021;05.07.2022;330000;TAK;Stegny 31;14-400;Stegny;Warmińsko-Mazurskie;Polska;1,2;NA;54.1104988;19.6789784;3;0;11;
188;25.03.2021;24.03.2022;140000;TAK;Alfonsa Zgrzebnioka 8a;41-705;Ruda Śląska;Śląskie;Polska;1,2;NA;50.26596275;18.888379434906795;1;0;15;
189;01.09.2021;31.08.2022;640000;TAK;Gorlicka 29;71-042;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.42023465;14.4825821;1;0;13;
190;12.07.2021;11.07.2022;150000;TAK;Niepodległości 9;74-100;Gryfino;Zachodniopomorskie;Polska;1,2;NA;53.25145;14.48904;1;0;13;
191;12.07.2021;11.07.2022;150000;TAK;Bohaterów Warszawy 48b;73-140;Ińsko;Zachodniopomorskie;Polska;1,2;NA;53.43731215;15.538123369945822;1;0;13;
192;04.07.2021;03.07.2022;130000;TAK;Piastowska 2;14-200;Iława;Warmińsko-Mazurskie;Polska;1,2;NA;53.6016853;19.589480305876528;1;0;11;
193;06.07.2021;05.07.2022;920000;TAK;Kaliny Jędrusik 3;01-748;Warszawa;Mazowieckie;Polska;1,2;NA;52.25752575;20.963230917248588;1;0;5;
194;04.07.2021;03.07.2022;150000;TAK;Zygmunta Krasińskiego 75;05-120;Legionowo;Mazowieckie;Polska;1,2;NA;52.39688745;20.92135504029537;1;0;5;
195;10.07.2021;09.07.2022;430000;TAK;Walerego Wróblewskiego 14;41-711;Ruda Śląska;Śląskie;Polska;1,2;NA;50.2630216;18.805484580287008;1;0;15;
196;04.07.2021;03.07.2022;191500;TAK;Słowiańska 3;74-100;Gryfino;Zachodniopomorskie;Polska;1,2;NA;53.255735650000005;14.487736737074634;1;0;13;
197;10.07.2021;09.07.2022;260000;TAK;Bajki 3a;80-706;Gdańsk;Pomorskie;Polska;1,2;NA;54.356133;18.682204553104402;1;0;10;
198;04.07.2021;03.07.2022;335000;TAK;Sienkiewicza 13;62-120;Wapno;Wielkopolskie;Polska;1,2;NA;52.89351;17.48127;1;0;12;
199;04.07.2021;03.07.2022;4,00E+05;TAK;Zakościele 25a;28-400;Bogucice Pierwsze;Świętokrzyskie;Polska;1,2;NA;50.4819177;20.5982339;1;0;16;
200;15.07.2021;14.07.2022;385000;TAK;Przewóz 32B;30-716;Kraków;Małopolskie;Polska;1,2;NA;50.0426013;19.9948351;1;0;6;
201;22.03.2021;21.03.2022;520000;TAK;Nadbrzeż 29B;05-480;Nadbrzeż;Mazowieckie;Polska;1,2;NA;52.0514001;21.2226372;3;0;5;
202;18.04.2021;17.04.2022;692000;TAK;Jana Olbrachta 112;01-373;Warszawa;Mazowieckie;Polska;1,2;NA;52.234878699999996;20.922054044305092;1;0;5;
203;18.07.2021;17.07.2022;520000;TAK;Marczukowska 63;15-724;Białystok;Podlaskie;Polska;1,2;NA;53.1283862;23.1102249;1;0;9;
204;23.07.2021;22.07.2022;270000;TAK;Franciszka Fenikowskiego 15;84-200;Wejherowo;Pomorskie;Polska;1,2;NA;54.6111141;18.290106432193028;1;0;10;
205;01.10.2021;30.09.2022;310000;TAK;Grenadierów 13;04-052;Warszawa;Mazowieckie;Polska;1,2;NA;52.2378191;21.0854479;1;0;5;
206;13.07.2021;12.07.2022;420000;TAK;Jana Pawła II 25B;05-091;Ząbki;Mazowieckie;Polska;1,2;NA;52.28938115;21.10261910810611;1;0;5;
207;11.07.2021;10.07.2022;510000;TAK;Różana 19;05-090;Raszyn;Mazowieckie;Polska;1,2;NA;52.16451335;20.921732244882776;1;0;5;
208;27.07.2021;26.07.2022;165000;TAK;Świętej Jadwigi Śląskiej 20;58-560;Jelenia Góra;Dolnośląskie;Polska;1,2;NA;50.8674618;15.6740159;1;0;1;
209;10.08.2021;09.08.2022;380000;TAK;Aleksandra Fredry 8;30-605;Kraków;Małopolskie;Polska;1,2;NA;50.02451325;19.94265334243302;1;0;6;
210;15.07.2021;14.07.2022;215000;TAK;Ignacego Krasickiego 9;65-512;Zielona Góra;Lubuskie;Polska;1,2;NA;51.9286714;15.4999405;1;0;4;
211;04.07.2021;03.07.2022;160000;TAK;Broniewskiego 7;64-550;Duszniki;Wielkopolskie;Polska;1,2;NA;52.43877095;16.407674955249266;1;0;12;
212;01.04.2021;31.03.2022;509000;TAK;Piaskowa 9;05-110;Jabłonna;Mazowieckie;Polska;1,2;NA;52.3695007;20.926594491276976;1;0;5;
213;04.07.2021;03.07.2022;260000;TAK;Przy Parku 1;42-612;Tarnowskie Góry;Śląskie;Polska;1,2;NA;50.43859875;18.810426202041615;1;0;15;
214;04.07.2021;03.07.2022;190000;TAK;Ignacego Paderewskiego 33;93-523;Łódź;Łódzkie;Polska;1,2;NA;51.2146973;18.574776876162794;1;0;14;
215;21.07.2021;20.07.2022;320000;TAK;Jadachy 351;39-442;Jadachy;Podkarpackie;Polska;1,2;NA;50.48956455;21.682377577672902;3;0;8;
216;01.04.2021;31.03.2022;560000;TAK; 358;32-433;Lubień;Małopolskie;Polska;1,2;NA;49.722870;19.992525;1;1;6;
217;24.03.2021;23.03.2022;340000;TAK;Gostomia 47;78-600;Wałcz;Zachodniopomorskie;Polska;1,2;NA;53.198650799999996;16.409293438150684;1;0;13;
218;15.07.2021;14.07.2022;210000;TAK;Południowa 2;95-063;Rogów;Łódzkie;Polska;1,2;NA;51.812972900000005;19.878090901439307;1;0;14;
219;01.05.2021;30.04.2022;290000;TAK;Kępna 13;03-730;Warszawa;Mazowieckie;Polska;1,2;NA;52.25052545;21.037927431415568;1;0;5;
220;01.04.2021;31.03.2022;320000;TAK;Piotra Stachiewicza 47;31-328;Kraków;Małopolskie;Polska;1,2;NA;50.08812365;19.917954056226087;1;0;6;
221;01.04.2021;31.03.2022;4,00E+05;TAK;Długa 33a;33-206;Smyków;Małopolskie;Polska;1,2;NA;50.1563928;21.1355643;1;0;6;
222;10.07.2021;09.07.2022;560000;TAK;Stanisława Wyspiańskiego 22;20-454;Lublin;Lubelskie;Polska;1,2;NA;51.2126187;22.580311254400755;1;0;3;
223;01.04.2021;31.03.2022;120000;TAK;Zegrzyńska 51;05-119;Legionowo;Mazowieckie;Polska;1,2;NA;52.408655249999995;20.949602224461636;1;0;5;
224;04.07.2021;03.07.2022;460000;TAK;Marii Konopnickiej 9;14-100;Ostróda;Warmińsko-Mazurskie;Polska;1,2;NA;53.7152162;19.9923974;1;0;11;
225;01.05.2021;30.04.2022;310000;TAK;Sosnowa 22;41-808;Zabrze;Śląskie;Polska;1,2;NA;50.3661463;18.808425044218186;1;0;15;
226;04.07.2021;03.07.2022;520000;TAK;Indiry Gandhi 35;02-776;Warszawa;Mazowieckie;Polska;1,2;NA;52.1440251;21.0344487;1;0;5;
227;23.04.2021;22.04.2022;320000;TAK;Wydmowa 37;75-229;Koszalin;Zachodniopomorskie;Polska;1,2;NA;54.2059182;16.1582403;1;0;13;
228;04.07.2021;03.07.2022;180000;TAK;Hoża 25;00-521;Warszawa;Mazowieckie;Polska;1,2;NA;52.226577250000005;21.01641623775066;1;0;5;
229;01.04.2021;31.03.2022;460000;TAK;Piaskowa 30;05-420;Józefów;Mazowieckie;Polska;1,2;NA;52.14042715;21.218726237790698;1;0;5;
230;23.03.2021;22.03.2022;305000;TAK;Wojska Polskiego 46;05-800;Pruszków;Mazowieckie;Polska;1,2;NA;52.15697295;20.797132424305637;1;0;5;
231;19.03.2021;18.03.2022;350000;TAK;Lewinowska 44A;03-684;Warszawa;Mazowieckie;Polska;1,2;NA;52.2843206;21.081935813681007;1;0;5;
232;27.07.2021;26.07.2022;210000;TAK;Sadowa 4;42-151;Waleńczów;Śląskie;Polska;1,2;NA;50.92947645;18.888087946042667;1;0;15;
233;08.07.2021;07.07.2022;480000;TAK;Bolesława Krzywoustego 28;80-360;Gdańsk;Pomorskie;Polska;1,2;NA;54.412348449999996;18.5826219237522;1;0;10;
234;12.07.2021;11.07.2022;425000;TAK;Troszczyn 40;64-330;Troszczyn;Wielkopolskie;Polska;1,2;NA;52.3045;16.4288;3;0;12;
235;04.07.2021;03.07.2022;510000;TAK;Nowodwór-Piaski 31A;21-100;Nowodwór-Piaski;Lubelskie;Polska;1,2;NA;51.4421403;22.5711288;3;0;3;
236;19.07.2021;18.07.2022;860000;TAK;Centralna 26E;52-114;Wrocław;Dolnośląskie;Polska;1,2;NA;51.0618908;17.0776091;1;0;1;
237;23.03.2021;22.03.2022;120000;TAK;Ks. Norberta Bończyka 60;41-400;Mysłowice;Śląskie;Polska;1,2;NA;50.244889799999996;19.117071699398554;1;0;15;
238;04.07.2021;03.07.2022;5,00E+05;TAK;Orląt 12;05-825;Grodzisk Mazowiecki;Mazowieckie;Polska;1,2;NA;52.100781350000005;20.655833599999998;1;0;5;
239;06.07.2021;05.07.2022;2,00E+05;TAK;gen. Kazimierza Sosnkowskiego 26;05-300;Mińsk Mazowiecki;Mazowieckie;Polska;1,2;NA;52.1725458;21.54370631532738;1;0;5;
240;17.07.2021;16.07.2022;430000;TAK;Zdziarska 83Z;03-289;Warszawa;Mazowieckie;Polska;1,2;NA;52.34510625;21.066213137945233;1;0;5;
241;11.12.2021;10.12.2022;1,00E+05;TAK;Przędzalniana 12;90-034;Łódź;Łódzkie;Polska;1,2;NA;51.7662076;19.4802918;1;0;14;
242;05.07.2021;04.07.2022;110000;TAK;Przemysłowa 38;00-450;Warszawa;Mazowieckie;Polska;1,2;NA;52.2229579;21.0360644;1;0;5;
243;05.07.2021;04.07.2022;110000;TAK;Puławska 109b;02-707;Warszawa;Mazowieckie;Polska;1,2;NA;52.1933478;21.025424100426523;1;0;5;
244;05.07.2021;04.07.2022;175000;TAK;Aleja Rzeczypospolitej 22c;02-972;Warszawa;Mazowieckie;Polska;1,2;NA;52.1681918;21.07145669493981;1;0;5;
245;07.08.2021;06.08.2022;620000;TAK;Janusza Korczaka 32;61-408;Poznań;Wielkopolskie;Polska;1,2;NA;52.3592927;16.8849556;1;0;12;
246;04.07.2021;03.07.2022;330000;TAK;Sportowa 21A;83-022;Suchy Dąb;Pomorskie;Polska;1,2;NA;54.2073489;18.7623147;1;0;10;
247;02.04.2021;01.04.2022;520000;TAK;Kazubów 6a;01-466;Warszawa;Mazowieckie;Polska;1,2;NA;52.24419805;20.91455278519531;1;0;5;
248;04.07.2021;03.07.2022;555000;TAK;Jana Kazimierza 66;01-248;Warszawa;Mazowieckie;Polska;1,2;NA;52.2221203;20.9302156;1;0;5;
249;03.07.2021;02.07.2022;220000;TAK;Józefa Ignacego Kraszewskiego 2;05-240;Tłuszcz;Mazowieckie;Polska;1,2;NA;52.4288184;21.433087885079516;1;0;5;
250;10.07.2021;09.07.2022;210000;TAK;26 Kwietnia 16;72-009;Police;Zachodniopomorskie;Polska;1,2;NA;53.5392977;14.539325;1;0;13;
251;04.07.2021;03.07.2022;380000;TAK;Bałtycka 21;41-707;Ruda Śląska;Śląskie;Polska;1,2;NA;50.2583383;18.92901712462193;1;0;15;
252;05.07.2021;04.07.2022;250000;TAK;Jeździecka (Wesoła) 21C;05-077;Warszawa;Mazowieckie;Polska;1,2;NA;52.2192383;21.23878577342689;1;0;5;
253;13.07.2021;12.07.2022;210000;TAK;Al. Jana Pawła II 59F;15-704;Białystok;Podlaskie;Polska;1,2;NA;53.13893065;23.101473191522782;1;0;9;
254;04.07.2021;03.07.2022;835000;TAK;Stefana Okrzei 49;05-400;Otwock;Mazowieckie;Polska;1,2;NA;52.1056524;21.246593031398227;1;0;5;
255;04.07.2021;03.07.2022;250000;TAK;Juliana Ursyna Niemcewicza 29;71-520;Szczecin;Zachodniopomorskie;Polska;1,2;NA;53.4451098;14.5509578;1;0;13;
256;10.07.2021;09.07.2022;3,00E+05;TAK;Obrońców Westerplatte 20;89-600;Chojnice;Kujawsko-Pomorskie;Polska;1,2;NA;53.6898056;17.55003444282827;1;0;2;
257;05.07.2021;04.07.2022;160000;TAK;Władysława Stanisława Reymonta 2;82-200;Malbork;Pomorskie;Polska;1,2;NA;54.0486048;19.20485;1;0;10;
258;06.07.2021;05.07.2022;160000;TAK;Mickiewicza 60d;88-400;Żnin;Kujawsko-Pomorskie;Polska;1,2;NA;52.857501400000004;17.71706416839551;1;0;2;
259;29.03.2021;28.03.2022;270000;TAK;Rubinowa 2;20-575;Lublin;Lubelskie;Polska;1,2;NA;51.2233408;22.515075477828105;1;0;3;
260;13.07.2021;12.07.2022;250000;TAK;Jana Biziela 24;85-163;Bydgoszcz;Kujawsko-Pomorskie;Polska;1,2;NA;53.11628195;18.023970184460495;1;0;2;
261;16.07.2021;15.07.2022;120000;TAK;Jana i Jędrzeja Śniadeckich 12;85-011;Bydgoszcz;Kujawsko-Pomorskie;Polska;1,2;NA;53.1290969;18.004364827194678;1;0;2;
262;05.07.2021;04.07.2022;60000;TAK;Jana Władysława Dawida 10;50-527;Wrocław;Dolnośląskie;Polska;1,2;NA;51.0948279;17.0390486;1;0;1;
263;10.07.2021;09.07.2022;180000;TAK;Juryszewo 51;09-442;Juryszewo;Mazowieckie;Polska;1,2;NA;52.58504;19.84119;3;0;5;
264;11.07.2021;10.07.2022;620000;TAK;Adama Mickiewicza 41;05-091;Ząbki;Mazowieckie;Polska;1,2;NA;52.2919678;21.102828806673802;1;0;5;
265;17.07.2021;16.07.2022;290000;TAK;Gajowa 3;42-700;Lubliniec;Śląskie;Polska;1,2;NA;50.66026825;18.64150230856947;1;0;15;
266;01.08.2021;31.07.2022;710000;TAK;Pogodna 2;72-003;Wołczkowo;Zachodniopomorskie;Polska;1,2;NA;53.4761;14.44074;1;0;13;
267;25.07.2021;24.07.2022;275000;TAK;Długa 16;05-230;Kobyłka;Mazowieckie;Polska;1,2;NA;52.32279445;21.21818441747515;1;0;5;
268;11.07.2021;10.07.2022;510000;TAK;Szmaragdowa 4;73-108;Morzyczyn;Zachodniopomorskie;Polska;1,2;NA;53.3528296;14.901545311942677;1;0;13;
269;04.07.2021;03.07.2022;305000;TAK;Gąbińska 30;01-703;Warszawa;Mazowieckie;Polska;1,2;NA;52.272550100000004;20.958605785496182;1;0;5;
270;04.07.2021;03.07.2022;850000;TAK;Konstancińska 3b;02-942;Warszawa;Mazowieckie;Polska;1,2;NA;52.1856838;21.0591587;1;0;5;
271;15.05.2021;14.05.2022;560000;TAK;Hallerczyków 16;42-520;Dąbrowa Górnicza;Śląskie;Polska;1,2;NA;50.38222615;19.27273690358548;1;0;15;
272;04.07.2021;03.07.2022;420000;TAK;Krzywa 2A;44-293;Piece;Śląskie;Polska;1,2;NA;50.08950265;18.4333968;1;0;15;
273;06.07.2021;05.07.2022;320000;TAK;42 Pułku Piechoty 133;15-181;Białystok;Podlaskie;Polska;1,2;NA;53.14239515;23.223207279716455;1;0;9;
274;06.07.2021;05.07.2022;530000;TAK;Michała Sczanieckiego 10;87-100;Toruń;Kujawsko-Pomorskie;Polska;1,2;NA;53.026753;18.612172;1;1;2;
275;19.08.2021;18.08.2022;303000;TAK;Jana Husa 18;03-153;Warszawa;Mazowieckie;Polska;1,2;NA;52.3475296;20.953949356070247;1;0;5;
276;05.08.2021;04.08.2022;440000;TAK;Miła 12;96-330;Mrozy;Łódzkie;Polska;1,2;NA;52.0169;20.36524;1;0;14;
277;07.07.2021;06.07.2022;340000;TAK;Spacerowa 7;83-212;Bobowo;Pomorskie;Polska;1,2;NA;53.88018;18.55052;1;0;10;
278;04.07.2021;03.07.2022;890000;TAK;Grzybowa 19;05-200;Zagościniec;Mazowieckie;Polska;1,2;NA;52.37139;21.27563;1;0;5;
279;05.07.2021;04.07.2022;260000;TAK;Jana III Sobieskiego 42;60-688;Poznań;Wielkopolskie;Polska;1,2;NA;52.2931536;16.84467520807692;1;0;12;
280;15.06.2021;14.06.2022;520000;TAK;Marsz. Piłsudskiego 140;26-200;Końskie;Świętokrzyskie;Polska;1,2;NA;51.19618355;20.39286663331277;1;0;16;
281;23.03.2021;22.03.2022;540000;TAK;Za Hańderką 12;43-370;Szczyrk;Śląskie;Polska;1,2;NA;49.6955207;18.9826455;1;0;15;
282;30.03.2021;29.03.2022;370000;TAK;Laurowa 37;03-197;Warszawa;Mazowieckie;Polska;1,2;NA;52.302530700000005;20.97964347298166;1;0;5;
283;01.04.2021;31.03.2022;270000;TAK;Pilota Stanisława Wigury 15;90-302;Łódź;Łódzkie;Polska;1,2;NA;51.949315600000006;19.357122597468248;1;0;14;
284;20.07.2021;19.07.2022;3,00E+05;TAK;Edwarda Mroza 23a;10-692;Olsztyn;Warmińsko-Mazurskie;Polska;1,2;NA;53.736672;20.49838520050959;1;0;11;
285;04.04.2021;03.04.2022;140000;TAK;Willowa 13;00-790;Warszawa;Mazowieckie;Polska;1,2;NA;52.2070609;21.023179135344567;1;0;5;
286;06.10.2021;05.10.2022;750000;TAK;Przejazd 6;02-654;Warszawa;Mazowieckie;Polska;1,2;NA;52.1935179;20.9887416;1;0;5;
287;24.03.2021;23.03.2022;310000;TAK;Prof. Eugeniusza Romera 1;76-200;Słupsk;Zachodniopomorskie;Polska;1,2;NA;54.4594256;16.990323614607917;1;0;13;
288;04.04.2021;03.04.2022;5,00E+05;TAK;Bażancia 4;05-502;Bobrowiec;Mazowieckie;Polska;1,2;NA;52.05949685;20.976200468784683;1;0;5;
289;11.07.2021;10.07.2022;292200;TAK;Agatowa 17;20-571;Lublin;Lubelskie;Polska;1,2;NA;51.21987355;22.504349153575752;1;0;3;
290;14.07.2021;13.07.2022;650000;TAK;Stawowa 34;55-114;Ligota Piękna;Dolnośląskie;Polska;1,2;NA;51.2257058;17.045124607547336;1;0;1;
291;05.07.2021;04.07.2022;2,00E+05;TAK;Ząbkowicka 36;58-200;Dzierżoniów;Dolnośląskie;Polska;1,2;NA;50.7272378;16.65393242664319;1;0;1;
292;13.07.2021;12.07.2022;453340;TAK;Lasek Brzozowy 9;02-792;Warszawa;Mazowieckie;Polska;1,2;NA;52.14353075;21.06096842824425;1;0;5;
293;23.03.2021;22.03.2022;555000;TAK;Sarmacka 22A;02-972;Warszawa;Mazowieckie;Polska;1,2;NA;52.158549550000004;21.077957041140948;1;0;5;
294;05.07.2021;04.07.2022;150000;TAK;Dożynkowa 51;64-100;Leszno;Wielkopolskie;Polska;1,2;NA;51.8347934;16.5769666;1;0;12;
295;17.04.2021;16.04.2022;420000;TAK;Kalksztajnów 21a;81-236;Gdynia;Pomorskie;Polska;1,2;NA;54.5303283;18.4956407;1;0;10;
296;05.07.2021;04.07.2022;130000;TAK;Grażyny 4;43-300;Bielsko-Biała;Śląskie;Polska;1,2;NA;49.8121882;19.034081277181702;1;0;15;
297;05.07.2021;04.07.2022;180000;TAK;Towarowa 16B;78-100;Kołobrzeg;Zachodniopomorskie;Polska;1,2;NA;54.1845448;15.556131;1;0;13;
298;05.07.2021;04.07.2022;540000;TAK;Cypriana Kamila Norwida 43a;05-820;Piastów;Mazowieckie;Polska;1,2;NA;52.17498;20.85214;1;0;5;
299;05.07.2021;04.07.2022;350000;TAK;Jana Blatona 2;01-494;Warszawa;Mazowieckie;Polska;1,2;NA;52.25745395;20.92307779798055;1;0;5;
300;04.07.2021;03.07.2022;127000;TAK;Srebrna 8;42-610;Miasteczko Śląskie;Śląskie;Polska;1,2;NA;50.4938978;18.91038495152567;1;0;15;
301;10.07.2021;09.07.2022;590000;TAK;Jana Olbrachta 29a;01-102;Warszawa;Mazowieckie;Polska;1,2;NA;52.2324098;20.929702943323786;1;0;5;
302;04.07.2021;03.07.2022;508000;TAK;Akacjowa 12;55-010;Radwanice;Dolnośląskie;Polska;1,2;NA;51.57513305;15.944813743807282;1;0;1;
303;24.11.2021;23.11.2022;70000;TAK;Konstytucji 3 Maja 3;96-500;Sochaczew;Łódzkie;Polska;1,2;NA;52.2344804;20.2495749;1;0;14;
304;10.07.2021;09.07.2022;460000;TAK;Sosnowa 23a;78-100;Kołobrzeg;Zachodniopomorskie;Polska;1,2;NA;54.174083;15.539997020205476;1;0;13;
305;01.09.2021;31.08.2022;3,00E+05;TAK;Nowodworska 29a;03-133;Warszawa;Mazowieckie;Polska;1,2;NA;52.3227103;20.937903911102243;1;0;5;
306;25.03.2021;24.03.2022;750000;TAK;Pory 60;02-757;Warszawa;Mazowieckie;Polska;1,2;NA;52.18428685;21.0446754295928;1;0;5;
307;09.07.2021;08.07.2022;475000;TAK;Główna 2A;83-211;Kolincz;Pomorskie;Polska;1,2;NA;53.95929055;18.58157435;1;0;10;
308;23.07.2021;22.07.2022;520000;TAK;Bodzanów 472;32-020;Bodzanów;Małopolskie;Polska;1,2;NA;49.9785599;20.1493524;3;0;6;
309;05.07.2021;04.07.2022;145000;TAK;Towarowa 16B;78-100;Kołobrzeg;Zachodniopomorskie;Polska;1,2;NA;54.1845448;15.556131;1;0;13;
310;05.07.2021;04.07.2022;165000;TAK;Stefana Jaracza 92;90-244;Łódź;Łódzkie;Polska;1,2;NA;51.7748838;19.478551369720847;1;0;14;
311;28.07.2021;27.07.2022;4,00E+05;TAK;Białogardzka 15F;78-314;Sławoborze;Zachodniopomorskie;Polska;1,2;NA;53.89426265;15.714970198312884;1;0;13;
312;19.07.2021;18.07.2022;220000;TAK;Smardzewska 22;60-161;Poznań;Wielkopolskie;Polska;1,2;NA;52.39036995;16.862899425268527;1;0;12;
313;05.07.2021;04.07.2022;2,00E+05;TAK;Grabiszyńska 83;53-503;Wrocław;Dolnośląskie;Polska;1,2;NA;51.1020407;17.0110685;1;0;1;
314;05.07.2021;04.07.2022;80000;TAK;Tomcia Palucha 29;02-495;Warszawa;Mazowieckie;Polska;1,2;NA;52.189828250000005;20.89551554712031;1;0;5;
315;05.07.2021;04.07.2022;219000;TAK;Storczykowa 11E;83-000;Juszkowo;Pomorskie;Polska;1,2;NA;54.25611645;18.613274933605183;1;0;10;
316;05.07.2021;04.07.2022;260000;TAK;Osipy-Zakrzewizna 12C;18-200;Osipy-Zakrzewizna;Podlaskie;Polska;1,2;NA;52.918;22.46262;3;0;9;
317;28.03.2021;27.03.2022;340000;TAK;Bolesława Prusa 10;05-800;Pruszków;Mazowieckie;Polska;1,2;NA;52.1606137;20.8047483;1;0;5;
318;19.04.2021;18.04.2022;320000;TAK;Gen. Bolesława Szareckiego 6;01-493;Warszawa;Mazowieckie;Polska;1,2;NA;52.2540944;20.921889277972078;1;0;5;
319;15.07.2021;14.07.2022;210000;TAK;Marii Konopnickiej 31;59-300;Lubin;Dolnośląskie;Polska;1,2;NA;51.4016244;16.1666905;1;0;1;
320;14.08.2021;13.08.2022;560000;TAK;Kazimierza Pułaskiego 12;05-500;Piaseczno;Mazowieckie;Polska;1,2;NA;52.0623564;20.99679317957367;1;0;5;
321;20.07.2021;19.07.2022;420000;TAK;Orzechów 35;95-083;Orzechów;Łódzkie;Polska;1,2;NA;51.81962;19.13655;3;0;14;
322;01.04.2021;31.03.2022;320000;TAK;Kosynierów 10;05-270;Marki;Mazowieckie;Polska;1,2;NA;52.306645950000004;21.09985292774617;1;0;5;
323;12.07.2021;11.07.2022;160000;TAK;Radomska 10;41-219;Sosnowiec;Śląskie;Polska;1,2;NA;50.28757225;19.187929650425588;1;0;15;
324;29.08.2021;28.08.2022;320000;TAK;Olsztyńska 4;05-400;Otwock;Mazowieckie;Polska;1,2;NA;52.103107800000004;21.245444712123387;1;0;5;
325;07.07.2021;06.07.2022;60000;TAK;Kameralna 3;03-406;Warszawa;Mazowieckie;Polska;1,2;NA;52.2342682;21.0210169;1;0;5;
326;26.08.2021;25.08.2022;4,00E+05;TAK;Stanisława Staszica 59;62-030;Luboń;Wielkopolskie;Polska;1,2;NA;52.3418;16.8639;1;0;12;
